zip,num_stations,num_incidents,incidents_to_stations_ratio,timestamp
37013,3,0.0,0.0,Nov-15hr-35min
37072,2,3.0,1.5,Nov-15hr-35min
37076,1,1.0,1.0,Nov-15hr-35min
37080,1,0.0,0.0,Nov-15hr-35min
37115,2,2.0,1.0,Nov-15hr-35min
37138,1,0.0,0.0,Nov-15hr-35min
37203,2,4.0,2.0,Nov-15hr-35min
37204,1,0.0,0.0,Nov-15hr-35min
37205,2,0.0,0.0,Nov-15hr-35min
37206,2,1.0,0.5,Nov-15hr-35min
37207,3,0.0,0.0,Nov-15hr-35min
37208,1,0.0,0.0,Nov-15hr-35min
37209,2,12.0,6.0,Nov-15hr-35min
37210,2,0.0,0.0,Nov-15hr-35min
37211,4,22.0,5.5,Nov-15hr-35min
37212,2,0.0,0.0,Nov-15hr-35min
37214,2,2.0,1.0,Nov-15hr-35min
37215,1,1.0,1.0,Nov-15hr-35min
37216,1,0.0,0.0,Nov-15hr-35min
37217,1,2.0,2.0,Nov-15hr-35min
37218,1,1.0,1.0,Nov-15hr-35min
37221,2,5.0,2.5,Nov-15hr-35min
